
> orchestrator@0.1.0 dev
> next dev

⚠ Warning: Next.js inferred your workspace root, but it may not be correct.
 We detected multiple lockfiles and selected the directory of /Users/dev/Documents/GeminiHackathon/package-lock.json as the root directory.
 To silence this warning, set `turbopack.root` in your Next.js config, or consider removing one of the lockfiles if it's not needed.
   See https://nextjs.org/docs/app/api-reference/config/next-config-js/turbopack#root-directory for more information.
 Detected additional lockfiles: 
   * /Users/dev/Documents/GeminiHackathon/orchestrator/package-lock.json

▲ Next.js 16.1.6 (Turbopack)
- Local:         http://localhost:3000
- Network:       http://10.0.180.153:3000
- Environments: .env.local

✓ Starting...
✓ Ready in 683ms
 GET / 200 in 625ms (compile: 536ms, render: 89ms)
Firebase admin properly injected via root JSON key.
 GET /api/state 200 in 114ms (compile: 887µs, render: 113ms)
 GET /api/state 200 in 201ms (compile: 1011µs, render: 200ms)
 GET /api/state 200 in 123ms (compile: 870µs, render: 122ms)
 GET /api/state 200 in 117ms (compile: 1120µs, render: 116ms)
 GET /api/state 200 in 126ms (compile: 968µs, render: 125ms)
 GET /api/state 200 in 177ms (compile: 930µs, render: 176ms)
 GET /api/state 200 in 167ms (compile: 1206µs, render: 166ms)
 GET /api/state 200 in 116ms (compile: 1204µs, render: 114ms)
 GET /api/state 200 in 194ms (compile: 857µs, render: 193ms)
 GET /api/state 200 in 181ms (compile: 843µs, render: 180ms)
 GET /api/state 200 in 117ms (compile: 1205µs, render: 116ms)
 GET /api/state 200 in 197ms (compile: 1077µs, render: 196ms)
 GET /api/state 200 in 168ms (compile: 1083µs, render: 167ms)
 GET /api/state 200 in 128ms (compile: 1153µs, render: 127ms)
 GET /api/state 200 in 243ms (compile: 807µs, render: 243ms)
 GET /api/state 200 in 169ms (compile: 792µs, render: 168ms)
 GET /api/state 200 in 123ms (compile: 900µs, render: 122ms)
 GET /api/state 200 in 187ms (compile: 791µs, render: 186ms)
 GET /api/state 200 in 175ms (compile: 1349µs, render: 174ms)
 GET /api/state 200 in 118ms (compile: 878µs, render: 117ms)
 GET /api/state 200 in 196ms (compile: 868µs, render: 195ms)
 GET /api/state 200 in 117ms (compile: 1429µs, render: 116ms)
 GET /api/state 200 in 120ms (compile: 894µs, render: 119ms)
 GET /api/state 200 in 261ms (compile: 777µs, render: 260ms)
 GET /api/state 200 in 208ms (compile: 810µs, render: 207ms)
 GET /api/state 200 in 241ms (compile: 1085µs, render: 240ms)
 GET /api/state 200 in 119ms (compile: 2ms, render: 117ms)
 GET /api/state 200 in 112ms (compile: 832µs, render: 111ms)
 GET /api/state 200 in 131ms (compile: 3ms, render: 129ms)
 GET /api/state 200 in 164ms (compile: 1272µs, render: 163ms)
 GET /api/state 200 in 110ms (compile: 772µs, render: 109ms)
 GET /api/state 200 in 185ms (compile: 803µs, render: 184ms)
 GET /api/state 200 in 178ms (compile: 930µs, render: 177ms)
 GET /api/state 200 in 115ms (compile: 1065µs, render: 114ms)
 GET /api/state 200 in 206ms (compile: 1038µs, render: 205ms)
 GET /api/state 200 in 152ms (compile: 842µs, render: 152ms)
 GET /api/state 200 in 140ms (compile: 829µs, render: 139ms)
 GET /api/state 200 in 193ms (compile: 1152µs, render: 192ms)
 GET /api/state 200 in 158ms (compile: 779µs, render: 158ms)
 GET /api/state 200 in 128ms (compile: 1086µs, render: 127ms)
 GET /api/state 200 in 165ms (compile: 911µs, render: 164ms)
 GET /api/state 200 in 116ms (compile: 1192µs, render: 114ms)
 GET /api/state 200 in 108ms (compile: 1129µs, render: 107ms)
 GET /api/state 200 in 114ms (compile: 1004µs, render: 113ms)
 GET /api/state 200 in 182ms (compile: 1075µs, render: 181ms)
 GET /api/state 200 in 171ms (compile: 1239µs, render: 170ms)
 GET /api/state 200 in 166ms (compile: 1202µs, render: 164ms)
 GET /api/state 200 in 165ms (compile: 814µs, render: 164ms)
 GET /api/state 200 in 111ms (compile: 790µs, render: 111ms)
 GET /api/state 200 in 113ms (compile: 769µs, render: 112ms)
 GET /api/state 200 in 218ms (compile: 1086µs, render: 217ms)
 GET /api/state 200 in 170ms (compile: 802µs, render: 169ms)
 GET /api/state 200 in 162ms (compile: 792µs, render: 161ms)
 GET /api/state 200 in 208ms (compile: 838µs, render: 207ms)
 GET /api/state 200 in 185ms (compile: 1185µs, render: 183ms)
 GET /api/state 200 in 171ms (compile: 994µs, render: 170ms)
 GET /api/state 200 in 208ms (compile: 764µs, render: 208ms)
 GET /api/state 200 in 120ms (compile: 728µs, render: 119ms)
 GET /api/state 200 in 110ms (compile: 728µs, render: 109ms)
 GET /api/state 200 in 200ms (compile: 869µs, render: 199ms)
 GET /api/state 200 in 111ms (compile: 933µs, render: 110ms)
